,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
24666,22,2,34747,11,4,7,3,4,0,35,38,0
24667,39,2,286789,9,2,3,0,4,1,40,38,1
24668,28,4,211032,1,4,2,1,4,1,40,25,0
24669,31,2,219318,11,4,0,4,4,0,35,32,0
24670,50,2,112873,9,2,11,0,4,1,40,38,0
24671,34,2,36069,11,2,2,0,4,1,46,38,0
24672,48,2,73434,11,2,0,5,4,0,40,10,1
24673,51,2,200576,9,0,0,1,4,0,40,38,0
24674,54,2,172962,11,2,11,0,4,1,40,38,0
24675,44,2,44006,8,0,13,1,4,1,40,38,0
24676,20,2,234474,15,4,11,3,2,0,20,38,0
24677,37,2,212826,11,2,7,0,2,1,40,38,0
24678,38,2,234901,15,2,9,0,4,1,40,38,0
24679,59,0,200700,7,2,4,0,2,1,40,38,0
24680,59,4,41258,9,2,9,0,4,1,50,38,0
24681,51,2,249644,15,0,2,1,4,1,48,38,1
24682,29,2,351731,15,2,9,0,4,1,40,38,0
24683,37,2,114765,15,4,6,1,4,0,40,38,0
24684,42,2,349884,0,2,2,0,4,1,35,38,0
24685,28,3,204247,9,2,9,0,4,1,50,38,1
24686,34,2,143392,11,4,11,3,4,0,40,38,0
24687,50,4,37913,9,2,3,0,4,1,40,21,1
24688,22,3,150683,11,4,6,3,4,1,24,38,0
24689,27,2,207611,11,4,7,1,4,0,52,38,0
24690,45,5,319666,14,0,9,4,4,0,43,38,0
24691,39,2,155961,11,0,0,4,2,0,38,38,0
24692,25,1,117833,9,4,9,1,4,0,35,38,0
24693,24,3,142404,9,2,3,0,4,1,40,38,1
24694,18,2,155752,11,4,6,1,4,0,30,38,0
24695,23,2,111450,2,4,7,4,2,1,38,38,0
24696,20,2,528616,4,4,7,2,4,1,40,25,0
24697,17,4,228786,0,4,7,3,4,0,24,38,0
24698,63,3,80572,9,2,4,0,4,1,40,38,1
24699,28,1,180271,9,2,5,0,4,1,65,38,1
24700,51,0,237819,9,2,9,0,4,1,50,38,1
24701,29,2,157612,9,4,11,1,4,0,45,38,0
24702,64,2,379062,15,6,0,4,4,0,12,38,0
24703,17,2,191910,0,4,7,3,4,1,25,38,0
24704,45,1,326064,15,0,0,4,2,0,35,38,0
24705,18,2,312353,2,4,7,3,2,1,20,38,0
24706,31,1,213307,11,4,0,3,4,0,40,38,0
24707,48,4,209057,9,3,11,3,4,1,50,38,1
24708,41,2,340148,15,4,9,1,4,0,45,38,0
24709,65,2,154171,14,2,9,0,4,1,60,38,1
24710,27,2,94064,8,0,6,1,4,1,40,38,0
24711,39,2,119098,8,2,3,0,4,1,40,38,0
24712,51,4,388496,15,0,2,1,4,1,8,32,1
24713,49,2,181363,12,2,3,0,4,1,45,38,1
24714,36,2,206951,9,2,11,0,4,1,45,38,1
24715,25,2,485496,11,4,6,1,2,0,40,38,0
24716,41,2,210259,15,0,0,4,2,0,37,38,0
24717,31,2,118551,6,0,0,1,4,0,40,38,0
24718,63,2,180911,1,2,10,0,4,1,37,38,1
24719,50,5,242517,9,0,3,1,4,0,40,38,0
24720,63,2,298113,15,0,7,1,4,1,40,38,0
24721,44,4,277783,12,4,4,3,4,1,99,38,0
24722,48,2,155862,11,0,13,1,4,1,65,38,0
24723,51,4,171924,15,2,11,0,4,1,50,38,0
24724,18,2,243900,11,4,0,3,4,0,15,38,0
24725,23,2,231160,15,4,7,3,4,1,25,38,0
24726,31,2,356882,11,2,6,0,4,1,40,38,0
24727,38,2,49020,11,2,2,0,4,1,40,38,0
24728,56,2,157749,15,2,4,0,4,1,60,38,1
24729,31,2,131568,5,0,13,4,4,1,20,38,0
24730,46,2,332355,15,2,0,0,4,1,40,38,0
24731,39,2,204501,12,2,3,0,4,1,50,38,1
24732,56,1,305767,11,2,7,0,1,1,40,2,0
24733,31,2,129761,11,4,3,4,4,0,40,38,0
24734,42,3,130126,9,2,9,0,4,1,40,38,1
24735,53,2,102828,11,2,3,0,4,1,35,38,1
24736,18,2,160984,1,4,7,3,4,0,15,38,0
24737,27,2,285897,11,2,9,0,4,1,45,38,1
24738,31,2,356689,9,4,4,1,4,1,40,38,0
24739,52,0,192386,12,2,3,0,4,1,40,38,0
24740,46,2,394860,11,2,7,0,4,1,40,38,0
24741,30,2,113129,15,4,7,1,4,1,24,38,0
24742,26,2,55929,9,4,7,1,4,0,40,38,0
24743,48,1,177018,12,2,9,0,4,1,50,38,1
24744,37,2,161141,15,2,2,0,4,1,40,38,1
24745,29,2,309463,6,2,2,0,4,1,40,38,0
24746,49,2,165468,11,2,3,0,4,1,55,38,1
24747,24,2,49218,11,0,6,1,4,1,40,38,0
24748,74,4,119129,11,2,11,0,4,1,20,38,0
24749,56,4,162130,4,2,3,0,4,1,67,38,1
24750,39,0,129573,9,4,0,1,4,1,40,38,0
24751,21,2,306850,11,4,13,3,4,1,40,38,0
24752,29,2,135296,9,4,3,1,4,0,45,38,1
24753,43,4,187322,11,0,7,4,4,1,45,38,0
24754,23,2,55674,9,4,10,1,4,0,40,38,0
24755,26,2,148298,11,4,3,1,4,0,50,38,0
24756,47,2,34845,11,2,13,0,4,1,60,38,0
24757,27,2,200733,11,2,6,0,4,1,55,38,0
24758,45,2,191858,11,2,6,0,4,1,45,38,1
24759,30,2,425528,11,4,10,3,4,1,70,38,0
24760,35,2,44780,15,2,0,5,4,0,20,38,1
24761,33,2,125856,11,2,2,0,4,1,40,38,0
24762,37,2,100508,11,2,2,0,4,1,40,38,1
24763,21,2,148294,11,4,4,3,4,1,20,38,0
24764,42,2,39324,11,2,11,0,4,1,40,38,0
24765,48,0,147397,11,2,0,0,4,1,36,38,0
24766,46,2,24728,11,4,2,1,4,0,48,38,0
24767,36,2,177616,4,5,6,1,4,0,40,38,0
24768,54,2,163826,11,4,9,1,4,1,40,38,0
24769,25,2,199947,11,2,0,5,4,0,40,38,0
24770,26,1,386949,11,0,0,4,4,0,25,38,0
24771,36,3,116133,11,2,13,0,4,1,57,38,0
24772,56,4,196307,9,4,9,1,4,1,20,38,0
24773,37,2,177181,11,2,2,0,4,1,40,38,0
24774,26,2,324854,9,4,9,1,4,0,40,38,1
24775,23,2,188505,9,4,7,3,4,0,25,38,0
24776,23,5,502316,9,4,9,1,4,0,40,38,0
24777,41,5,26892,9,4,0,1,4,1,40,38,0
24778,55,2,102058,9,2,3,0,4,1,50,38,1
24779,39,2,167728,9,2,3,0,4,1,40,38,1
24780,67,1,233681,7,2,3,0,4,1,35,38,0
24781,60,2,26756,11,6,11,1,4,0,50,38,0
24782,54,2,101890,11,6,11,4,4,0,40,38,0
24783,38,2,192337,12,2,9,0,4,1,40,8,1
24784,47,2,340982,15,2,6,0,1,1,40,29,1
24785,49,5,102308,9,2,9,0,4,1,42,38,1
24786,19,2,84747,11,4,11,3,4,0,24,38,0
24787,20,2,197752,15,4,2,4,4,1,40,38,0
24788,66,2,185336,11,6,11,2,4,0,35,38,0
24789,51,4,125417,12,2,3,0,4,1,42,38,1
24790,19,2,278480,15,4,3,1,4,1,40,38,0
24791,36,2,146412,15,0,0,4,4,0,40,38,0
24792,33,2,193042,11,2,13,0,4,1,60,38,1
24793,41,2,53956,9,0,11,1,4,1,56,38,0
24794,90,2,175491,11,2,2,0,4,1,50,6,1
24795,36,2,144154,11,0,3,1,4,0,40,38,0
24796,30,2,194901,14,0,11,3,4,1,55,38,0
24797,35,2,335777,15,0,3,1,4,1,40,25,0
24798,46,2,139268,12,2,3,0,4,1,45,38,1
24799,38,2,33887,11,4,6,2,4,1,40,38,0
24800,24,2,283613,9,2,9,0,4,1,40,38,0
24801,40,2,141245,9,2,7,5,4,0,40,32,0
24802,49,2,298130,5,2,6,0,4,1,40,38,0
24803,19,2,186096,11,4,7,3,2,1,30,38,0
24804,77,2,187656,15,6,8,1,4,0,20,38,0
24805,46,2,102308,11,2,5,0,4,1,56,38,1
24806,41,2,124639,15,5,2,1,2,1,40,38,0
24807,28,2,388112,3,4,4,4,4,1,77,25,0
24808,21,2,109952,11,2,2,0,4,1,40,38,0
24809,24,2,164529,2,4,4,3,2,1,40,38,0
24810,36,2,247750,11,2,13,0,2,1,45,38,0
24811,23,5,103588,15,4,0,3,4,1,25,38,0
24812,38,0,248919,11,2,13,0,4,1,40,38,0
24813,29,4,178551,11,2,2,0,4,1,40,38,0
24814,38,2,136137,15,2,3,2,4,1,50,38,1
24815,47,0,55377,9,4,0,4,2,1,40,38,1
24816,39,1,177728,12,0,9,1,4,0,40,38,0
24817,40,1,243580,9,2,9,0,4,1,48,38,0
24818,32,2,63910,11,0,0,3,1,0,40,38,0
24819,23,2,219535,11,4,3,3,4,1,40,38,0
24820,44,5,180609,11,2,10,0,4,1,40,38,0
24821,70,2,170428,9,6,9,4,4,0,20,32,0
24822,51,2,102615,12,2,10,0,4,1,40,38,1
24823,66,2,193132,6,5,7,1,2,0,30,38,0
24824,57,3,124137,15,2,3,0,4,1,40,38,0
24825,36,2,136629,15,2,6,0,4,1,40,38,1
24826,48,3,148995,9,0,11,1,4,1,60,38,1
24827,51,2,63424,12,2,9,5,4,0,40,38,1
24828,43,2,241895,9,2,3,0,4,1,50,38,1
24829,27,2,266973,11,2,2,0,4,1,60,38,0
24830,32,2,188048,9,4,0,3,4,0,40,38,0
24831,20,2,366929,15,4,0,3,4,0,35,38,0
24832,33,2,214129,15,0,0,1,4,0,40,38,0
24833,19,2,250818,15,4,0,1,4,1,40,38,0
24834,32,1,240979,15,2,2,0,4,1,60,38,1
24835,35,2,98283,14,4,9,1,1,1,40,18,1
24836,26,2,104746,11,2,2,0,4,1,60,38,0
24837,39,2,103710,11,4,11,4,4,0,60,38,0
24838,24,2,159580,9,4,7,3,2,0,75,38,0
24839,45,2,117409,15,2,3,0,4,1,40,38,1
24840,20,2,140001,15,4,0,3,4,1,40,38,0
24841,49,5,31650,9,2,9,2,4,0,45,38,0
24842,35,5,80771,12,4,9,1,4,0,40,38,0
24843,30,2,66278,11,4,0,1,4,0,40,38,0
24844,23,2,107801,15,4,0,3,4,0,25,38,0
24845,33,2,206609,9,2,3,0,4,1,45,38,0
24846,35,2,282461,11,2,13,0,4,1,50,38,0
24847,31,2,188246,12,2,9,0,4,1,50,38,0
24848,20,2,279763,1,4,2,1,2,1,25,38,0
24849,44,2,467799,11,2,2,0,4,1,40,38,0
24850,33,4,137674,11,2,7,0,2,1,40,38,0
24851,50,2,158284,15,2,6,0,4,1,40,38,0
24852,25,2,204219,11,4,0,4,4,0,40,25,0
24853,28,5,210498,11,2,10,0,4,1,40,38,0
24854,60,0,63526,9,2,0,0,2,1,40,38,1
24855,38,0,216924,8,2,2,0,4,1,40,38,0
24856,38,2,372559,15,2,2,0,2,1,40,38,0
24857,57,0,199114,9,4,0,1,4,1,40,38,0
24858,50,2,168539,11,2,2,0,4,1,40,38,1
24859,39,1,189911,1,0,0,4,4,0,40,38,0
24860,69,1,61958,11,2,2,0,4,1,6,38,0
24861,51,5,68898,8,0,12,1,4,1,39,38,1
24862,42,2,204450,11,2,5,0,2,1,40,38,0
24863,53,2,311350,9,2,3,0,4,1,50,38,1
24864,37,2,113750,9,2,5,0,4,1,40,38,0
24865,37,2,359591,0,2,2,0,4,1,40,38,0
24866,38,2,132879,11,2,2,0,4,1,50,38,1
24867,20,2,301199,15,4,7,3,4,0,24,38,0
24868,38,5,267540,15,5,0,4,2,0,38,38,0
24869,52,2,185407,8,2,2,0,4,1,48,30,1
24870,48,3,191277,8,2,3,0,4,1,50,38,1
24871,30,2,78980,8,2,6,0,4,1,40,38,1
24872,37,4,241463,11,2,3,0,4,1,65,38,1
24873,47,2,216999,11,2,11,0,4,1,45,38,0
24874,33,1,120508,9,0,10,4,4,0,60,10,0
24875,33,2,122612,11,3,7,1,1,0,35,36,0
24876,20,2,94057,15,4,7,3,4,1,15,38,0
24877,41,5,197558,9,0,3,1,4,1,40,38,0
24878,32,2,351869,15,2,13,0,4,1,45,38,1
24879,36,0,184556,9,2,3,5,4,0,40,38,0
24880,46,2,268281,9,4,9,1,4,0,40,38,0
24881,45,2,235646,9,2,3,0,4,1,40,38,1
24882,18,2,186909,15,4,7,3,4,0,16,38,0
24883,62,2,35783,15,2,13,0,4,1,60,38,0
24884,33,2,188861,11,2,6,0,4,1,40,38,0
24885,42,2,363591,11,0,2,4,4,1,40,38,0
24886,18,2,469921,15,4,9,3,4,0,40,38,0
24887,32,2,51150,8,0,0,4,4,0,40,38,0
24888,43,2,174325,5,2,13,0,2,1,40,38,0
24889,20,2,347530,11,4,7,4,2,0,25,38,0
24890,50,2,72351,9,0,11,1,4,1,45,38,0
24891,36,2,188571,11,2,2,0,4,1,40,38,0
24892,22,2,255252,11,4,2,3,4,1,40,38,0
24893,30,2,291951,11,2,2,0,2,1,40,38,0
24894,33,4,223046,11,4,2,1,4,1,40,38,0
24895,43,1,37937,7,2,12,0,4,1,43,38,0
24896,38,2,295127,15,2,6,0,4,1,40,38,0
24897,34,1,183801,9,4,7,1,4,1,14,38,0
24898,40,2,116218,15,5,0,4,4,0,45,38,0
24899,40,2,143069,11,2,6,0,4,1,40,38,0
24900,41,1,235951,14,2,9,0,4,1,50,38,1
24901,57,2,112840,15,2,11,0,4,1,50,38,1
24902,65,1,146454,12,2,9,0,4,1,4,11,0
24903,52,0,43705,15,2,7,0,4,1,50,38,0
24904,59,2,122283,14,2,9,0,1,1,40,18,1
24905,18,2,376647,11,4,5,3,4,1,25,38,0
24906,48,2,101299,7,2,9,0,4,1,45,38,0
24907,45,2,96798,4,0,13,4,4,1,40,38,0
24908,24,2,194654,11,2,10,0,4,1,40,38,0
24909,27,5,206889,7,4,10,1,4,1,40,38,0
24910,40,2,226902,12,2,3,0,4,1,50,38,1
24911,44,5,150755,9,2,0,0,4,1,40,38,0
24912,24,2,200679,11,4,4,3,2,1,50,38,0
24913,71,2,183678,14,2,9,0,4,1,16,38,0
24914,17,2,33138,2,4,11,3,4,1,40,38,0
24915,57,4,57071,15,2,2,0,4,1,40,38,0
24916,33,2,169496,11,2,5,0,4,1,40,38,0
24917,41,2,58124,11,2,7,0,4,1,40,38,0
24918,25,2,356344,9,4,0,3,4,0,40,38,0
24919,42,4,444134,11,2,4,0,4,1,15,38,0
24920,34,2,219619,11,4,5,1,4,1,40,38,0
24921,27,1,331046,9,4,9,1,4,0,45,38,0
24922,24,2,100345,9,4,9,3,4,1,20,38,0
24923,23,2,205653,9,4,5,3,4,1,30,38,0
24924,33,2,112383,15,2,9,0,4,1,40,38,0
24925,58,3,21626,8,0,11,1,4,1,56,38,0
24926,25,2,135568,6,2,5,0,4,1,40,38,0
24927,44,2,190532,12,4,9,1,4,0,55,38,0
24928,53,0,266598,11,2,9,0,4,1,40,38,1
24929,38,1,116608,11,2,0,5,4,0,35,38,1
24930,36,2,353263,9,4,9,1,4,0,45,38,1
24931,25,5,157617,11,4,3,1,4,1,40,38,0
24932,54,0,21698,9,0,3,4,4,0,40,38,0
24933,31,2,77143,2,5,13,4,2,1,40,38,0
24934,18,5,342852,11,4,0,3,4,1,40,38,0
24935,40,2,176602,11,0,7,1,2,1,40,38,0
24936,26,2,146343,15,2,11,5,2,0,40,38,0
24937,33,2,221966,9,4,9,1,4,1,50,38,0
24938,22,2,215546,7,4,3,1,4,1,55,38,0
24939,50,5,173020,15,2,2,0,4,1,40,38,0
24940,44,2,252202,11,0,0,1,4,0,40,38,0
24941,37,2,497300,11,4,7,4,2,1,40,38,0
24942,34,4,426431,9,2,2,0,4,1,40,38,0
24943,45,0,162410,15,6,12,1,4,0,45,38,1
24944,25,2,190350,0,2,7,3,4,0,35,38,0
24945,20,2,194504,15,5,11,4,2,0,40,38,0
24946,46,0,110884,11,4,0,1,0,1,40,38,0
24947,26,2,187652,7,4,12,3,4,1,40,38,0
24948,45,2,81400,3,2,7,5,4,0,25,7,0
24949,57,2,180920,11,2,13,0,4,1,40,38,1
24950,28,2,189186,8,4,11,1,4,1,40,38,0
24951,36,2,607848,15,2,11,0,4,1,45,38,1
24952,32,2,207301,11,4,5,1,4,0,40,38,0
24953,29,2,293073,9,4,11,1,4,1,50,38,1
24954,36,2,210452,9,0,9,4,4,1,45,38,0
24955,19,2,41400,11,4,5,3,4,1,30,38,0
24956,27,2,164170,9,4,12,4,1,0,20,29,0
24957,48,2,112906,12,2,13,0,4,1,55,38,1
24958,49,4,126268,9,2,2,0,4,1,50,38,0
24959,55,2,208311,12,2,12,0,4,1,20,38,1
24960,61,2,28291,11,0,4,1,4,0,82,38,0
24961,42,1,121998,15,2,3,0,4,1,40,38,1
24962,42,0,31621,7,0,0,1,4,0,40,38,0
24963,30,1,108386,8,2,10,0,4,1,40,38,0
24964,32,4,134727,11,2,6,0,4,1,40,38,0
24965,37,2,208391,15,2,13,0,4,1,40,38,1
24966,35,2,112271,15,2,2,0,4,1,45,38,0
24967,30,2,173350,8,3,0,1,4,0,40,38,0
24968,30,2,243190,14,2,9,0,1,1,20,18,1
24969,55,2,185436,15,2,3,0,4,1,70,38,1
24970,36,2,290409,15,2,13,0,4,1,40,38,0
24971,33,2,80058,11,4,7,3,4,1,48,38,0
24972,56,1,370045,9,2,9,0,4,1,40,38,1
24973,26,2,36936,8,2,2,0,4,1,40,38,0
24974,37,2,231180,11,2,6,0,4,1,40,38,0
24975,28,2,119793,11,4,11,3,4,1,60,38,0
24976,38,2,102178,11,2,13,0,4,1,50,38,0
24977,48,2,232840,15,6,0,4,4,0,43,38,0
24978,35,2,33975,7,2,2,0,4,1,40,38,0
24979,39,1,256997,9,2,2,0,4,1,40,38,0
24980,64,2,298301,11,2,7,0,4,1,40,38,0
24981,22,2,310380,11,4,0,4,2,0,40,38,0
24982,45,1,182100,9,2,11,0,4,1,40,38,1
24983,27,2,501172,4,2,13,0,4,1,40,25,0
24984,43,5,143939,11,0,0,4,4,0,50,38,1
24985,23,2,85088,15,4,7,3,4,0,37,38,0
24986,25,2,282313,0,4,5,3,2,1,40,38,0
24987,39,2,230054,12,2,9,0,4,1,50,38,1
24988,63,2,236338,11,2,11,5,4,0,35,38,0
24989,37,2,321943,14,2,9,0,4,1,40,38,1
24990,26,0,218782,11,2,0,0,3,1,40,38,0
24991,33,2,191385,9,4,9,1,4,1,40,1,0
24992,28,2,126129,15,4,0,1,4,0,40,38,0
24993,20,2,199268,15,4,7,3,4,0,20,38,0
24994,34,2,255693,11,2,0,5,4,0,20,38,0
24995,34,2,203488,15,2,13,0,4,1,40,38,0
24996,41,2,203233,11,2,3,0,4,1,40,38,1
24997,38,2,203836,15,2,11,0,4,1,50,38,1
24998,36,2,187847,9,2,3,0,4,1,40,38,1
24999,38,2,116358,15,2,7,0,1,1,40,29,0
25000,46,3,198660,9,2,11,0,4,1,72,38,1
25001,43,4,89636,9,2,11,5,1,0,60,34,0
25002,49,2,120629,15,6,11,4,4,0,30,38,0
25003,26,1,150226,9,4,9,3,4,0,35,38,0
25004,28,2,137898,11,0,0,1,4,0,35,38,0
25005,54,3,146574,11,2,2,0,4,1,40,38,1
25006,24,2,142022,15,4,5,3,4,1,50,38,0
25007,23,2,284898,15,4,3,3,4,1,30,38,0
25008,55,1,212448,11,0,0,1,4,0,40,38,0
25009,58,4,203039,6,5,2,1,4,1,40,38,0
25010,19,2,105289,0,4,7,2,2,0,20,38,0
25011,45,2,242994,15,4,11,1,4,1,52,38,0
25012,30,2,196385,15,2,2,0,4,1,45,38,1
25013,76,2,116202,11,6,7,4,4,0,33,38,0
25014,47,2,140045,11,5,0,4,4,0,40,38,0
25015,34,2,133503,15,0,13,1,4,1,40,38,0
25016,40,2,226585,15,2,0,5,4,0,35,38,1
25017,24,2,85041,11,5,7,4,4,0,25,38,0
25018,30,2,162442,9,2,9,5,4,0,50,38,1
25019,67,2,279980,15,2,13,0,4,1,10,38,1
25020,24,2,216563,11,2,6,5,4,0,40,38,0
25021,43,1,231964,15,0,0,4,4,0,40,38,0
25022,29,2,263855,2,4,2,4,4,1,40,38,0
25023,40,2,124915,11,2,6,0,4,1,40,38,0
25024,61,0,178312,15,2,9,0,4,1,40,38,0
25025,45,1,215862,10,2,3,0,4,1,45,38,1
25026,21,5,39236,15,4,12,1,4,0,50,38,0
25027,58,2,349910,11,2,3,0,4,1,40,38,1
25028,52,2,75839,15,2,12,0,4,1,40,38,0
25029,34,2,176711,11,4,0,3,4,1,40,38,0
25030,20,2,266525,15,4,9,2,2,0,20,38,0
25031,46,2,331776,11,2,6,0,4,1,40,38,0
25032,54,2,111469,15,0,3,1,4,0,40,38,0
25033,43,5,198965,12,2,9,0,4,1,40,38,1
25034,25,2,288185,6,2,6,0,4,1,40,25,0
25035,21,2,198050,7,4,0,1,4,0,25,38,0
25036,65,2,242580,15,0,9,1,4,1,50,38,1
25037,37,2,173128,11,0,7,1,4,1,40,38,0
25038,29,2,87905,11,0,7,1,4,1,40,38,1
25039,44,2,173704,9,2,3,0,4,1,40,38,1
25040,37,0,93225,15,2,0,0,4,1,40,38,1
25041,38,2,323269,15,2,7,5,2,0,40,38,0
25042,35,2,158046,15,2,11,0,4,1,70,38,0
25043,32,2,133503,11,2,0,0,4,1,40,38,0
25044,44,4,172296,15,5,11,4,4,1,60,38,0
25045,23,2,176486,15,4,7,2,4,0,25,38,0
25046,25,3,182750,9,4,11,1,4,1,45,38,1
25047,23,2,82497,15,4,11,3,4,0,28,38,0
25048,47,2,208872,15,2,2,0,4,1,40,38,0
25049,47,2,145269,1,0,2,1,4,0,45,38,0
25050,25,2,19214,11,4,5,1,4,1,40,38,0
25051,35,2,149347,15,2,2,0,4,1,45,38,0
25052,50,2,158294,8,2,12,0,4,1,40,38,1
25053,47,2,152073,11,0,6,4,4,0,40,38,0
25054,35,2,189623,10,2,3,0,4,1,45,38,1
25055,24,2,341368,11,4,0,1,4,1,40,38,0
25056,21,2,201603,11,4,6,3,4,1,40,38,0
25057,35,2,270572,9,0,9,1,4,0,40,38,1
25058,30,2,285295,9,2,7,5,1,0,40,29,0
25059,17,2,126779,1,4,7,3,2,1,20,38,0
25060,27,2,373499,4,4,7,1,4,1,60,7,0
25061,22,2,244773,11,4,11,3,2,0,15,38,0
25062,22,5,96862,15,4,0,3,4,0,40,38,0
25063,50,2,162632,11,2,2,0,4,1,2,38,0
25064,51,4,159755,8,2,12,0,4,1,38,38,1
25065,27,2,37088,9,2,12,0,4,1,30,38,0
25066,27,2,335421,9,4,9,1,4,0,20,38,0
25067,20,5,349365,11,4,7,1,4,0,40,38,0
25068,42,2,33002,11,2,3,0,4,1,48,38,0
25069,32,2,330715,11,2,2,0,4,1,40,38,1
25070,45,2,146857,9,2,3,0,4,1,38,38,1
25071,35,2,275522,5,6,7,4,4,0,80,38,0
25072,22,2,43646,11,2,2,3,4,1,40,38,0
25073,34,2,154548,15,4,0,4,4,0,38,38,0
25074,28,2,47907,9,4,0,1,4,0,40,38,0
25075,38,2,238397,9,0,8,4,4,0,24,38,0
25076,48,1,195949,15,2,10,0,4,1,42,38,1
25077,34,2,349169,12,2,2,0,4,1,40,25,0
25078,25,2,158662,11,2,0,5,4,0,50,38,1
25079,23,1,23438,11,4,9,1,4,0,40,38,0
25080,38,2,107302,15,2,11,0,4,1,60,38,1
25081,43,2,174196,11,4,7,4,2,0,40,38,0
25082,49,1,226871,11,2,6,0,2,1,40,38,1
25083,23,2,124971,15,0,0,1,4,1,40,38,0
25084,57,2,214061,11,0,0,1,4,0,40,38,0
25085,24,2,441700,9,4,12,3,4,1,40,38,0
25086,44,3,104892,15,2,2,0,4,1,58,38,1
25087,34,2,234386,7,0,2,1,4,1,50,38,0
25088,29,1,188278,15,2,9,0,4,1,40,38,0
25089,29,2,244395,1,4,7,4,2,0,40,38,0
25090,35,2,30916,11,2,13,0,4,1,50,38,1
25091,48,2,219565,11,2,2,0,4,1,40,38,0
25092,38,2,377486,11,4,2,1,4,1,36,38,0
25093,42,1,137232,11,0,10,4,4,0,50,38,0
25094,53,2,233369,15,6,3,4,4,0,40,38,0
25095,29,2,71067,14,4,9,1,4,0,55,38,0
25096,59,2,195176,9,2,11,0,4,1,72,38,0
25097,31,2,98639,11,4,2,4,4,1,40,38,0
25098,34,2,183778,11,2,2,0,4,1,40,38,0
25099,51,2,123011,9,0,3,1,4,1,50,38,1
25100,25,2,164938,11,4,6,3,4,1,40,38,0
25101,30,2,206046,11,2,2,0,4,1,40,38,1
25102,46,2,81497,11,0,5,1,4,0,48,38,0
25103,45,2,189225,11,4,7,4,2,0,40,38,0
25104,23,2,141264,15,4,3,2,2,0,40,38,0
25105,33,2,97939,7,0,6,1,4,0,42,38,0
25106,44,2,160829,9,2,12,5,4,0,20,38,1
25107,25,2,483822,11,4,7,3,4,1,40,7,0
25108,48,5,148738,15,0,7,3,4,1,40,38,0
25109,23,2,289982,11,4,11,1,4,0,40,38,0
25110,33,4,58702,8,2,9,5,4,0,50,38,1
25111,20,2,146706,15,2,11,2,4,0,30,38,0
25112,23,2,420973,9,4,9,1,4,0,40,38,0
25113,71,2,124959,11,6,0,1,4,0,40,38,0
25114,22,5,121471,9,4,9,1,4,0,40,38,0
25115,36,2,198237,9,2,9,0,4,1,50,38,1
25116,27,2,280758,1,4,2,2,4,1,60,38,0
25117,40,2,191544,11,4,7,1,4,0,35,38,0
25118,30,2,261023,15,0,6,4,4,1,50,38,0
25119,30,5,231043,8,2,10,0,4,1,40,38,0
25120,30,2,340917,15,2,6,0,4,1,40,38,0
25121,35,2,167140,9,2,9,0,4,1,40,38,0
25122,39,2,370795,11,4,0,4,2,0,40,38,0
25123,39,0,209609,11,2,0,0,4,1,50,38,0
25124,74,2,209454,4,2,13,0,2,1,40,38,0
25125,32,3,78530,15,2,3,0,4,1,50,38,1
25126,25,2,88922,11,2,13,0,2,1,40,38,0
25127,64,2,86972,15,0,3,4,4,0,40,38,0
25128,47,4,165468,11,2,6,0,4,1,40,38,1
25129,37,2,134367,9,2,3,5,4,0,37,38,1
25130,47,2,199058,11,2,2,0,4,1,40,38,1
25131,33,2,183612,11,2,6,0,4,1,40,38,1
25132,40,2,191982,8,0,9,4,4,0,40,38,1
25133,22,2,514033,11,4,7,1,2,1,80,38,0
25134,56,2,172364,11,2,6,0,4,1,40,38,0
25135,37,2,190105,11,4,0,3,4,0,55,38,0
25136,30,3,119422,15,2,3,0,4,1,70,38,0
25137,20,2,236592,2,4,9,1,4,0,35,21,0
25138,53,5,43952,12,2,3,0,4,1,38,38,1
25139,43,2,194636,9,2,2,0,4,1,48,38,1
25140,23,2,235853,11,2,13,0,4,1,40,38,0
25141,43,4,150528,11,2,2,0,4,1,30,38,0
25142,30,2,213722,11,4,5,3,4,1,40,38,0
25143,20,2,41432,15,4,0,3,4,0,46,38,0
25144,22,2,285775,8,4,2,3,4,1,40,38,0
25145,38,2,470663,9,4,3,1,4,1,50,38,0
25146,54,4,114520,15,2,11,0,4,1,40,38,0
25147,23,2,113466,11,4,2,1,4,1,40,38,0
25148,46,2,224559,11,2,13,0,2,1,40,38,0
25149,59,2,186385,0,2,6,0,4,1,40,38,0
25150,41,1,384236,8,4,7,1,4,1,40,38,0
25151,42,2,181265,8,2,13,0,4,1,48,38,0
25152,58,2,190997,15,2,3,0,4,1,40,38,1
25153,24,2,98287,11,2,11,0,4,1,50,38,0
25154,39,2,103456,9,2,0,0,4,1,45,38,1
25155,28,2,184723,9,4,12,1,4,0,35,38,0
25156,25,2,165622,12,4,11,1,4,1,55,38,0
25157,29,2,101597,15,0,11,4,4,0,54,38,0
25158,53,2,146378,4,2,2,0,4,1,40,38,0
25159,63,1,152163,11,2,10,0,4,1,40,38,0
25160,26,5,106812,8,0,3,1,4,0,38,38,0
25161,21,2,148211,11,4,5,1,4,1,50,38,0
25162,45,2,187581,15,2,2,0,4,1,40,38,1
25163,29,2,135296,8,4,0,3,4,0,40,38,0
